id,file_path,coded_true_label,true_label,split,prediction,query_file_path
test_0124,data/raf-db/aligned/test_0124_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0124_aligned.jpg
test_0125,data/raf-db/aligned/test_0125_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0125_aligned.jpg
test_0126,data/raf-db/aligned/test_0126_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0126_aligned.jpg
test_0127,data/raf-db/aligned/test_0127_aligned.jpg,1,surprise,test,neutral,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0127_aligned.jpg
test_0128,data/raf-db/aligned/test_0128_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0128_aligned.jpg
test_0129,data/raf-db/aligned/test_0129_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0129_aligned.jpg
test_0130,data/raf-db/aligned/test_0130_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0130_aligned.jpg
test_0131,data/raf-db/aligned/test_0131_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0131_aligned.jpg
test_0132,data/raf-db/aligned/test_0132_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0132_aligned.jpg
test_0133,data/raf-db/aligned/test_0133_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0133_aligned.jpg
test_0134,data/raf-db/aligned/test_0134_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0134_aligned.jpg
test_0135,data/raf-db/aligned/test_0135_aligned.jpg,1,surprise,test,surprise,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0135_aligned.jpg
test_0136,data/raf-db/aligned/test_0136_aligned.jpg,6,angry,test,angry,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0136_aligned.jpg
test_0137,data/raf-db/aligned/test_0137_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0137_aligned.jpg
test_0138,data/raf-db/aligned/test_0138_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0138_aligned.jpg
test_0139,data/raf-db/aligned/test_0139_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0139_aligned.jpg
test_0140,data/raf-db/aligned/test_0140_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0140_aligned.jpg
test_0141,data/raf-db/aligned/test_0141_aligned.jpg,4,happy,test,happy,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0141_aligned.jpg
test_0142,data/raf-db/aligned/test_0142_aligned.jpg,5,sad,test,sad,/gpfs0/bgu-vilenchi/users/sdolev/Thesis/VLMs/data/raf-db/aligned/test_0142_aligned.jpg
